PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	population	color	euro
TCGA-DJ-A13W	0.0051	0.0043	0.0049	-0.0264	0.0028	0.0258	0.0044	-0.0058	0.0034	1e-04	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A1QD	0.0048	0.003	0.0052	-0.03	0.005	0.0292	0.0017	-0.0172	0.0036	0.0264	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A1QE	0.0043	0.0038	0.0047	-0.0315	0.0059	0.0343	0.0013	-0.0146	0.0027	0.011	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A1QF	0.0065	0.005	0.0032	-0.0095	0.0031	0.0104	0.0011	-0.0028	0.0043	-0.012	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A1QG	0.0052	0.0041	0.0039	-0.0294	0.0099	0.036	0.0027	-0.0158	0.0051	0.013	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A1QL	0.0051	0.0039	0.0058	-0.0339	0.0049	0.0342	0.0039	-0.0175	0.0065	0.0179	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A1QM	0.0082	0.004	0.0012	0.0068	-7e-04	-0.0037	5e-04	0.0106	-3e-04	0.0093	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A1QN	0.0079	0.0044	0.0016	0.0066	-8e-04	-0.0045	-0.0038	0.0111	-9e-04	0.0074	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A1QO	0.0077	0.0043	2e-04	0.0095	-2e-04	-0.0112	0	-0.0197	0.0017	-0.0015	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A2PN	0.0077	0.0048	9e-04	0.0036	0.0014	7e-04	9e-04	0.0035	0.0081	-4e-04	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A2PO	0.0045	0.0042	0.0045	-0.0279	0.005	0.0278	0.0024	-0.0081	0.0016	0.0049	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A2PP	0.0044	0.0052	0.0052	-0.0257	0.0048	0.0242	0.0011	-0.0012	-1e-04	-0.0107	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A2PQ	0.0062	0.004	0.0038	-0.0161	0.0075	0.0157	0.0015	0.0075	8e-04	-0.007	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A2PT	0.0055	0.005	0.0015	-0.0043	0.0099	0.0096	4e-04	0.0078	-0.0028	-0.0042	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A2PV	0.0048	0.0036	0.0057	-0.0319	0.007	0.0341	0.0014	-0.0184	0.0068	0.0113	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A2PW	0.0065	0.0051	0.0047	-0.0137	0.0068	0.0155	-8e-04	-0.0083	0.0024	-0.0114	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A2PX	0.0058	0.0052	0.0066	-0.0264	0.0033	0.0225	-3e-04	0.0037	0.001	-0.0123	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A2PZ	0.0051	0.0037	0.0066	-0.0304	0.0058	0.0331	0.0025	-0.0174	0.0036	0.0104	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A2Q0	0.0055	0.0047	0.0037	-0.0235	0.0045	0.0231	0.0019	9e-04	0.0013	-0.0097	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A2Q1	0.0063	0.0053	0.0032	-0.0094	0.0014	0.0102	-0.0045	-0.008	0.0024	-0.0097	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A2Q2	0.0051	0.0044	0.0058	-0.0305	0.0059	0.0321	0.0018	-0.0175	0.0061	0.018	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A2Q4	0.007	0.0048	0.0039	-8e-04	0.001	0.0033	3e-04	-0.002	-0.0024	4e-04	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A2Q5	0.0057	0.0047	0.0046	-0.0271	0.0055	0.025	5e-04	0.003	7e-04	-0.013	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A2Q6	0.0062	0.0029	0.002	-0.0177	-0.0091	0.0083	6e-04	0.003	0.0025	-0.0018	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A2Q9	0.005	0.0042	0.006	-0.0306	0.0075	0.0348	0.0024	-0.0186	0.0048	0.0139	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A2QC	0.0076	0.0047	9e-04	0.0076	0.0017	-0.0042	-0.0018	0.0094	0.0032	0.0056	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A3UN	0.0054	0.0042	0.0029	-0.0257	0.006	0.0223	-3e-04	-0.0023	-0.0021	-0.0106	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A3UO	0.0055	0.0038	0.0053	-0.0304	0.0061	0.0337	0.002	-0.019	0.0088	0.0136	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A3UR	0.0078	0.0044	0.0031	-0.0027	0.0046	0.0049	-0.003	0.0089	0.0029	0.002	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A3UU	0.0063	0.0054	0.0037	-0.0153	0.0038	0.016	0.0018	0.0052	-2e-04	-0.0046	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A3UW	0.0055	0.005	0.0033	-0.022	0.0051	0.0226	-0.0017	0.0031	-2e-04	-0.0158	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A3UX	0.0068	0.0043	0.0022	-0.0097	0.0016	0.0082	-9e-04	7e-04	4e-04	5e-04	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A3UY	0.0045	0.0042	0.0059	-0.0337	0.009	0.0403	0.0023	-0.0157	0.0058	0.0237	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A3UZ	0.0048	0.0048	0.0048	-0.0328	0.0063	0.036	0.0038	-0.0199	0.0078	0.0137	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A3V0	0.0046	0.0045	0.0037	-0.0271	0.0079	0.0273	3e-04	-0.0074	0.0036	0.0064	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A3V2	0.0056	0.0048	0.0031	-0.0143	0.0071	0.0173	-7e-04	0.0099	-0.0024	-0.0064	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A3V4	0.0054	0.0041	0.0061	-0.032	0.0076	0.0378	0.0058	-0.0209	0.0126	0.0208	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A3V5	0.0059	0.005	0.0046	-0.0226	0.0041	0.0202	0.002	0.0037	0.0021	-0.0054	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A3V8	0.0071	0.0046	0.0015	-0.0024	5e-04	0.0045	0.0013	0.0028	-8e-04	-0.0039	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A3V9	0.0079	0.0046	0.0019	0.0042	-5e-04	-0.0087	-0.001	0.0091	3e-04	0.0109	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A3VE	0.0049	0.0039	0.0045	-0.0294	0.0094	0.0326	0.0014	-0.0194	0.0061	0.0166	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A3VF	0.0071	0.0044	0.0049	-0.0096	0.0046	0.0059	-0.0017	0.0081	3e-04	-0.001	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A3VG	0.0049	0.0045	0.0036	-0.027	0.008	0.0294	3e-04	-0.0041	-0.0022	-0.0074	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A3VJ	0.0071	0.0049	0.0028	0.005	5e-04	-0.0046	-0.0018	0.0058	-0.0021	0.0084	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A3VL	0.0076	0.0046	0.0018	0.0089	0.0013	-0.0045	-0.002	0.0088	4e-04	0.0056	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A3VM	0.0075	0.0047	0.0013	0.0065	0.002	-0.0082	-0.0023	0.0162	-0.0027	0.0122	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A4UL	0.005	0.0037	0.0053	-0.0316	0.0053	0.0332	0.0012	-0.0203	0.0063	0.0178	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A4UP	0.0076	0.0057	0.0012	1e-04	0.0013	0.001	8e-04	0.0096	-7e-04	-7e-04	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A4UT	0.0061	0.0036	0.005	-0.0093	-0.0015	0.0096	0.0011	-0.0113	0.0019	-0.0116	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A4V2	0.008	0.0046	0.0028	0.0073	-1e-04	-0.0026	-3e-04	0.007	5e-04	0.003	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A4V4	0.0077	0.0044	0.0027	0.0065	2e-04	-0.0056	5e-04	0.0066	0.0016	0.0034	TCGA	#BEBEBE80	TRUE
TCGA-DJ-A4V5	0.0066	0.0044	0.0026	-0.0056	0.0028	0.0083	0.0033	0.01	0.0054	-0.0037	TCGA	#BEBEBE80	TRUE
TCGA-DO-A1K0	0.007	0.005	0.0021	0.0058	-5e-04	-0.0058	-0.0025	0.0127	-0.0056	0.0065	TCGA	#BEBEBE80	TRUE
TCGA-DO-A2HM	0.0077	0.0044	0.0012	0.0065	8e-04	-0.0025	-6e-04	0.0093	0.0019	6e-04	TCGA	#BEBEBE80	TRUE
TCGA-E3-A3DY	0.0073	0.0044	-0.0014	0.0111	-0.0029	-0.0084	2e-04	-0.035	-0.004	-0.0071	TCGA	#BEBEBE80	TRUE
TCGA-E3-A3DZ	0.0082	0.0041	0.0038	0.0112	-0.0049	-0.0074	0.0014	-0.0118	-0.0013	9e-04	TCGA	#BEBEBE80	TRUE
TCGA-E3-A3E0	0.0073	0.0047	0.0036	0.0028	0.0029	-6e-04	0.0015	0.0066	0.0023	0.003	TCGA	#BEBEBE80	TRUE
TCGA-E3-A3E1	0.006	0.0037	0.0024	-0.0101	0.0011	0.0091	0.0014	-0.0079	-4e-04	-0.0082	TCGA	#BEBEBE80	TRUE
TCGA-E3-A3E2	0.0068	0.0041	0.0042	-0.007	0.0042	0.0076	-5e-04	0.0036	4e-04	-0.0076	TCGA	#BEBEBE80	TRUE
TCGA-E3-A3E3	0.0062	0.004	0.0036	-0.0112	0.0048	0.0095	2e-04	0.0086	-0.0026	-0.0052	TCGA	#BEBEBE80	TRUE
TCGA-E3-A3E5	0.0077	0.0053	0.0037	0.0054	-0.0016	-0.0013	7e-04	0.0079	0.0018	0.006	TCGA	#BEBEBE80	TRUE
TCGA-E8-A242	0.0078	0.0045	0.0012	0.0059	0.0029	-0.0047	-0.0018	-0.0046	-4e-04	-0.0012	TCGA	#BEBEBE80	TRUE
TCGA-E8-A2EA	0.0076	0.0041	0.0012	0.0075	-0.0015	-0.0104	0.0011	-0.0441	-0.0018	-0.0122	TCGA	#BEBEBE80	TRUE
TCGA-E8-A2JQ	0.0076	0.0047	0.0026	0.0057	-2e-04	-0.0029	-0.0025	0.0042	0.0014	-0.0018	TCGA	#BEBEBE80	TRUE
TCGA-E8-A3X7	0.0077	0.0034	0.0028	0.0091	-0.0043	-0.0131	-3e-04	-0.0366	0.0022	-0.0087	TCGA	#BEBEBE80	TRUE
TCGA-E8-A418	0.0082	0.0037	0.0012	0.0114	-0.0056	-0.0135	6e-04	-0.0447	7e-04	-0.0091	TCGA	#BEBEBE80	TRUE
TCGA-E8-A419	0.0073	0.003	0.0016	0.0067	-0.0015	-0.0076	0.0012	-0.0394	-0.0044	-0.0108	TCGA	#BEBEBE80	TRUE
TCGA-EL-A3CL	0.0075	0.0049	0.0044	0.0045	0.0015	0.001	0.0013	0.0032	0.002	0.0026	TCGA	#BEBEBE80	TRUE
TCGA-EL-A3CO	0.0072	0.005	0.0023	0.0035	0.001	-0.0023	-2e-04	0.0098	1e-04	0.0181	TCGA	#BEBEBE80	TRUE
TCGA-EL-A3CR	0.0078	0.0053	-0.0013	0.0059	3e-04	-0.0028	-0.0037	0.0093	-0.006	0.0095	TCGA	#BEBEBE80	TRUE
TCGA-EL-A3CT	0.0063	0.0055	0.0029	-0.0152	0.0041	0.0169	-0.0022	0.0073	0.007	-0.0061	TCGA	#BEBEBE80	TRUE
TCGA-EL-A3CU	0.0047	0.004	0.0051	-0.035	0.006	0.0326	0.0034	-0.0074	0.0041	0.01	TCGA	#BEBEBE80	TRUE
TCGA-EL-A3CW	0.0079	0.0048	3e-04	0.0045	-1e-04	-0.0024	-0.0012	0.011	3e-04	0.0109	TCGA	#BEBEBE80	TRUE
TCGA-EL-A3CZ	0.0075	0.0054	0.0027	0.0052	0.0031	-0.0013	-0.0049	0.0038	0.0014	0.0021	TCGA	#BEBEBE80	TRUE
TCGA-EL-A3GQ	0.0075	0.0042	0.0023	0.0043	1e-04	-0.0041	-0.0042	0.0045	-4e-04	0.0194	TCGA	#BEBEBE80	TRUE
TCGA-EL-A3GR	0.0077	0.0052	0.0023	0.0016	0.0022	0.0024	0.0039	0.0116	0.0018	0.001	TCGA	#BEBEBE80	TRUE
TCGA-EL-A3GV	0.0073	0.0048	0.0034	0.0055	0.0013	-0.0012	-0.0017	0.0071	-0.0014	-0.0028	TCGA	#BEBEBE80	TRUE
TCGA-EL-A3GW	0.0071	0.0056	0.0015	-0.0041	0.0095	0.0119	-0.0011	0.0148	0.0042	-0.0047	TCGA	#BEBEBE80	TRUE
TCGA-EL-A3GX	0.0072	0.0044	0.0026	0.0016	0.002	0.0048	-0.0022	0.0075	-3e-04	0.005	TCGA	#BEBEBE80	TRUE
TCGA-EL-A3GY	0.0075	0.0048	0.0031	-0.0013	0.0048	0.0064	-0.0018	0.0067	0.0031	0.0019	TCGA	#BEBEBE80	TRUE
TCGA-EL-A3H3	0.0081	0.0047	0.0011	0.0044	0.0015	-0.0039	-0.0014	0.008	-4e-04	0.0037	TCGA	#BEBEBE80	TRUE
TCGA-EL-A3H5	0.0075	0.0053	0.0017	0.0027	0.0037	-0.0013	-0.0012	0.0126	0.0012	0.0022	TCGA	#BEBEBE80	TRUE
TCGA-EL-A3H8	0.0079	0.0047	0.0023	0.0033	-2e-04	4e-04	-6e-04	0.0109	-3e-04	0.0076	TCGA	#BEBEBE80	TRUE
TCGA-EL-A4KH	0.0069	0.0044	0.0029	-0.005	0.0031	0.0094	0.0014	0.0027	-5e-04	-0.0044	TCGA	#BEBEBE80	TRUE
TCGA-EM-A1CT	0.0085	0.0048	0.0035	0.0072	3e-04	-0.0062	-0.002	0.0057	-0.0026	0.0025	TCGA	#BEBEBE80	TRUE
TCGA-EM-A1CV	0.005	0.0045	5e-04	-0.0068	0.0054	0.0081	-0.0031	0.0111	-0.0026	-0.0068	TCGA	#BEBEBE80	TRUE
TCGA-EM-A1YA	0.0051	0.0043	0.0047	-0.0321	0.0068	0.0386	0.0061	-0.0175	0.0074	0.0193	TCGA	#BEBEBE80	TRUE
TCGA-EM-A1YB	0.0049	0.0045	0.0054	-0.0323	0.0086	0.0347	0.0046	-0.0122	0.0033	0.0205	TCGA	#BEBEBE80	TRUE
TCGA-EM-A22I	0.006	0.0048	0.0043	-0.023	0.0056	0.0232	6e-04	0.0068	0.0023	-0.0112	TCGA	#BEBEBE80	TRUE
TCGA-EM-A22K	0.0059	0.0059	0.0032	-0.008	0.0068	0.0109	-0.0012	0.0086	-0.0045	-1e-04	TCGA	#BEBEBE80	TRUE
TCGA-EM-A22L	0.008	0.0046	0.002	0.0065	-0.0018	-0.0046	0.0023	0.0128	-7e-04	0.0112	TCGA	#BEBEBE80	TRUE
TCGA-EM-A22M	0.0061	0.0046	0.0044	-0.0201	0.005	0.0194	6e-04	0.0028	1e-04	-0.0079	TCGA	#BEBEBE80	TRUE
TCGA-EM-A22N	0.0073	0.0047	0.0022	3e-04	0.0022	0.0039	-6e-04	-0.0133	0.0029	-0.0089	TCGA	#BEBEBE80	TRUE
TCGA-EM-A2CS	0.0077	0.0048	-3e-04	0.005	-4e-04	-0.0039	-0.0013	0.0121	-0.0025	0.0104	TCGA	#BEBEBE80	TRUE
TCGA-EM-A2CT	0.0075	0.0048	8e-04	0.0062	0	-0.0058	-2e-04	0.0113	5e-04	0.0075	TCGA	#BEBEBE80	TRUE
TCGA-EM-A2OW	0.0052	0.0051	0.0062	-0.0247	0.0056	0.0261	-6e-04	-3e-04	-3e-04	-0.0044	TCGA	#BEBEBE80	TRUE
TCGA-EM-A2OX	0.0061	0.0033	0.0027	-0.0023	0.0012	0.0023	0.0024	-0.01	-0.0032	-0.0038	TCGA	#BEBEBE80	TRUE
TCGA-EM-A2OY	0.0066	0.005	0.0036	-0.0158	0.0068	0.0131	0.0023	0.0034	0.0033	-0.0071	TCGA	#BEBEBE80	TRUE
TCGA-EM-A2OZ	0.0077	0.0047	0.0012	0.0091	-0.0021	-0.005	-0.0035	0.0077	-0.0021	0.0089	TCGA	#BEBEBE80	TRUE
TCGA-EM-A2P0	0.0061	0.0048	0.0012	-0.0194	0.0021	0.0206	8e-04	-0.0036	-0.0019	-0.0115	TCGA	#BEBEBE80	TRUE
TCGA-EM-A2P1	0.0068	0.0044	0.002	7e-04	-0.0012	-0.0018	-0.0013	9e-04	-0.0059	0.0398	TCGA	#BEBEBE80	TRUE
TCGA-EM-A2P2	0.0069	0.0036	0.0024	-0.0057	0	0.0053	0.0016	-0.021	-0.0031	-0.01	TCGA	#BEBEBE80	TRUE
TCGA-EM-A2P3	0.0065	0.0042	0.0018	0.005	1e-04	-0.0052	-0.0018	-0.0329	3e-04	-0.0035	TCGA	#BEBEBE80	TRUE
TCGA-EM-A3AI	0.0049	0.0043	0.0057	-0.0303	0.0068	0.034	0.0024	-0.0173	0.0065	0.0153	TCGA	#BEBEBE80	TRUE
TCGA-EM-A3AJ	0.0053	0.0051	0.005	-0.0269	0.0021	0.0226	7e-04	-0.0029	0.0029	-0.0102	TCGA	#BEBEBE80	TRUE
TCGA-EM-A3AK	0.0082	0.0049	0.0026	0.0084	0.0014	-0.0059	5e-04	0.013	0	0.0118	TCGA	#BEBEBE80	TRUE
TCGA-EM-A3AL	0.0059	0.0048	0.0052	-0.0187	0.0056	0.0247	7e-04	0.0056	-2e-04	-0.0091	TCGA	#BEBEBE80	TRUE
TCGA-EM-A3AN	0.0075	0.0021	0.0024	0.0115	-0.0046	-0.0138	6e-04	-0.0429	-0.0026	-0.0063	TCGA	#BEBEBE80	TRUE
TCGA-EM-A3AO	0.0082	0.0042	1e-04	0.0075	-2e-04	-0.0066	1e-04	0.0128	-2e-04	0.0133	TCGA	#BEBEBE80	TRUE
TCGA-EM-A3AQ	0.0073	0.0055	0.0024	0.0034	0.0011	0.0024	0.0023	0.0138	-9e-04	0.0028	TCGA	#BEBEBE80	TRUE
TCGA-EM-A3AR	0.0073	0.0052	0.0029	0.0068	-0.0022	-0.009	9e-04	-0.0208	2e-04	-1e-04	TCGA	#BEBEBE80	TRUE
TCGA-EM-A3FJ	0.0049	0.005	0.0042	-0.0348	0.0072	0.0385	0.003	-0.0161	0.0066	0.0206	TCGA	#BEBEBE80	TRUE
TCGA-EM-A3FK	0.0052	0.0036	0.0039	-0.0318	0.0073	0.0326	0.0027	-0.0156	0.0086	0.0148	TCGA	#BEBEBE80	TRUE
TCGA-EM-A3FL	0.0078	0.005	0.0013	0.0047	3e-04	-0.006	-0.003	0.0121	-0.0017	0.0089	TCGA	#BEBEBE80	TRUE
TCGA-EM-A3FM	0.0053	0.0043	0.0046	-0.033	0.0063	0.0351	7e-04	-0.0147	0.0051	0.0158	TCGA	#BEBEBE80	TRUE
TCGA-EM-A3FN	0.0052	0.0041	0.0045	-0.0224	0.004	0.0209	0.0028	0.0024	0	-0.0116	TCGA	#BEBEBE80	TRUE
TCGA-EM-A3FO	0.006	0.0055	0.003	-0.0094	0.0066	0.011	0.0012	0.0086	-0.0057	-0.0023	TCGA	#BEBEBE80	TRUE
TCGA-EM-A3FP	0.0052	0.0047	0.0054	-0.0343	0.0038	0.0298	6e-04	0.0014	0.0029	-0.0141	TCGA	#BEBEBE80	TRUE
TCGA-EM-A3FQ	0.0079	0.0044	0.0035	-0.0023	9e-04	0.0035	0.0031	0.0031	0.0021	0.0073	TCGA	#BEBEBE80	TRUE
TCGA-EM-A3O3	0.0079	0.005	0.0021	0.0056	0	-0.0024	-0.0024	0.0087	-1e-04	0.0064	TCGA	#BEBEBE80	TRUE
TCGA-EM-A3O6	0.0077	0.0056	0.0017	0.0068	-0.001	-0.006	-2e-04	0.0045	3e-04	0.0042	TCGA	#BEBEBE80	TRUE
TCGA-EM-A3O7	0.0077	0.0046	0.0021	0.0068	-0.0016	-0.0069	0.001	0.0089	0.0014	0.0056	TCGA	#BEBEBE80	TRUE
TCGA-EM-A3O8	0.0083	0.0053	0.0027	0.0109	6e-04	-0.0076	-0.0034	0.0042	-5e-04	0.0055	TCGA	#BEBEBE80	TRUE
TCGA-EM-A3O9	0.0075	0.0048	0.003	0.0021	0.0012	-3e-04	0.0015	0.0085	-8e-04	-3e-04	TCGA	#BEBEBE80	TRUE
TCGA-EM-A3OB	0.0073	0.0048	0.0041	0.0037	0.0021	0.0026	-6e-04	0.0044	0.0031	7e-04	TCGA	#BEBEBE80	TRUE
TCGA-EM-A3SU	0.0047	0.004	0.0062	-0.0323	0.0073	0.0333	0.0035	-0.0174	0.0043	0.0162	TCGA	#BEBEBE80	TRUE
TCGA-EM-A3SX	0.0064	0.0035	0.002	-0.0075	0.0017	0.0103	0.0035	-0.0299	0.0031	0.0079	TCGA	#BEBEBE80	TRUE
TCGA-EM-A3SZ	0.007	0.0051	0.0015	-5e-04	6e-04	8e-04	-0.0018	0.0015	-8e-04	-0.0057	TCGA	#BEBEBE80	TRUE
TCGA-EM-A4FH	0.0052	0.0048	0.0048	-0.0265	0.0035	0.0284	0.0011	-0.0087	4e-04	0.0118	TCGA	#BEBEBE80	TRUE
TCGA-EM-A4FK	0.0078	0.0043	-5e-04	0.01	-0.0034	-0.0094	-0.0016	-0.0416	-0.0042	-0.0053	TCGA	#BEBEBE80	TRUE
TCGA-EM-A4FN	0.0075	0.005	0.0016	0.0079	-0.0019	-0.0072	-0.0028	-0.0172	-0.0033	-0.0054	TCGA	#BEBEBE80	TRUE
TCGA-EM-A4FO	0.005	0.004	0.0052	-0.0317	0.0084	0.0339	0.003	-0.0145	0.0051	0.0149	TCGA	#BEBEBE80	TRUE
TCGA-EM-A4FQ	0.0065	0.0044	0.0047	-0.014	0.0061	0.0175	0.0017	-4e-04	0.002	-7e-04	TCGA	#BEBEBE80	TRUE
TCGA-EM-A4FR	0.0078	0.0052	0.0032	0.0079	-0.0012	-0.003	-7e-04	0.0081	4e-04	0.003	TCGA	#BEBEBE80	TRUE
TCGA-EM-A4FU	0.0076	0.0044	0.0018	0.0079	-6e-04	-0.0065	-5e-04	-0.0157	-0.0024	0.0023	TCGA	#BEBEBE80	TRUE
TCGA-EM-A4FV	0.0065	0.0043	0.0027	-0.0195	0.0047	0.0149	-5e-04	-0.0099	-0.0015	-0.0098	TCGA	#BEBEBE80	TRUE
TCGA-EM-A4G1	0.0074	0.0051	0.0016	0.0053	0.0025	-0.0071	-1e-04	-0.0057	4e-04	0.0013	TCGA	#BEBEBE80	TRUE
TCGA-ET-A25G	0.0067	0.005	0.0022	0.0061	0.0028	-0.0045	-0.0012	0.0064	3e-04	0.0026	TCGA	#BEBEBE80	TRUE
TCGA-ET-A25I	0.0075	0.0044	0.0026	0.0072	0.0011	-0.0044	-0.0017	0.0032	-4e-04	-0.0024	TCGA	#BEBEBE80	TRUE
TCGA-ET-A25K	0.0063	0.0043	-0.003	-0.0024	0.0052	0.0055	0.0015	0.001	0.004	-0.0021	TCGA	#BEBEBE80	TRUE
TCGA-ET-A25L	0.0075	0.005	0.002	0.0039	6e-04	-0.0031	9e-04	0.009	-0.0041	0.0035	TCGA	#BEBEBE80	TRUE
TCGA-ET-A25M	0.0049	0.0047	0.0052	-0.0296	0.0049	0.0299	0.003	-0.0052	0.004	0.0084	TCGA	#BEBEBE80	TRUE
TCGA-ET-A25R	0.0082	0.0045	0.0027	0.0049	0.001	-0.0043	3e-04	0.0083	-5e-04	0.0029	TCGA	#BEBEBE80	TRUE
TCGA-ET-A2MZ	0.0071	0.0045	0.0016	0.0041	0.001	-0.0042	-0.0027	4e-04	0.0034	0.0068	TCGA	#BEBEBE80	TRUE
TCGA-ET-A2N0	0.0076	0.0046	4e-04	0.0044	0.0031	-4e-04	8e-04	0.0073	0.0025	0.0045	TCGA	#BEBEBE80	TRUE
TCGA-ET-A2N3	0.0074	0.0053	0.0011	0.002	0.002	0.0021	0.0016	0.0099	-0.0011	0	TCGA	#BEBEBE80	TRUE
TCGA-ET-A2N4	0.0063	0.0048	0.0038	-0.0166	0.0042	0.0198	0.0023	-0.0032	0.0015	-0.0103	TCGA	#BEBEBE80	TRUE
TCGA-ET-A39I	0.0048	0.0035	0.0056	-0.0317	0.0082	0.0365	6e-04	-0.0173	0.01	0.0163	TCGA	#BEBEBE80	TRUE
TCGA-ET-A39J	0.0074	0.005	0.0022	0.0069	0	-0.0023	-0.001	0.01	-0.0013	0.009	TCGA	#BEBEBE80	TRUE
TCGA-ET-A39K	0.005	0.0041	0.0053	-0.0324	-0.0052	0.0245	0.0015	-0.0055	9e-04	-0.0072	TCGA	#BEBEBE80	TRUE
TCGA-ET-A39M	0.0071	0.0051	0.0019	4e-04	0.0021	7e-04	-6e-04	0.0057	-0.0029	5e-04	TCGA	#BEBEBE80	TRUE
TCGA-ET-A39N	0.0077	0.0046	0.0014	0.0045	0.0014	-0.0067	-0.0021	0.0135	-0.0039	0.0042	TCGA	#BEBEBE80	TRUE
TCGA-ET-A39O	0.0052	0.0033	0.0043	-0.0331	0.008	0.0369	6e-04	-0.0192	0.0062	0.0196	TCGA	#BEBEBE80	TRUE
TCGA-ET-A39S	0.0074	0.0042	0.0011	0.0058	0.0019	-0.0045	-0.0023	0.0093	-0.0017	-6e-04	TCGA	#BEBEBE80	TRUE
TCGA-ET-A39T	0.0074	0.0053	0.0034	-0.0039	0.0035	0.0056	6e-04	0.0019	0.0043	-8e-04	TCGA	#BEBEBE80	TRUE
TCGA-ET-A3BO	0.0077	0.0052	0.0023	0.0101	-0.0017	-0.0085	0.0015	-0.0116	0.0021	-0.002	TCGA	#BEBEBE80	TRUE
TCGA-ET-A3BQ	0.0078	0.0054	0.002	0.0047	0	-0.0035	6e-04	0.0094	0.001	0.0054	TCGA	#BEBEBE80	TRUE
TCGA-ET-A3BT	0.0065	0.0053	0.004	0	0.0037	0.0083	0.0012	0.0036	0	0.0087	TCGA	#BEBEBE80	TRUE
TCGA-ET-A3BU	0.0079	0.0046	0.0038	0.0054	6e-04	-0.0032	-7e-04	-7e-04	-0.0014	0.0015	TCGA	#BEBEBE80	TRUE
TCGA-ET-A3BV	0.0076	0.0052	7e-04	0.005	-1e-04	-0.0036	-0.0037	0.0107	-0.0019	0.0082	TCGA	#BEBEBE80	TRUE
TCGA-ET-A3BW	0.0071	0.0049	0.0053	-9e-04	0.0011	0.0023	-2e-04	0.0098	0.0015	0	TCGA	#BEBEBE80	TRUE
TCGA-ET-A3DO	0.0078	0.0048	0.0013	0.0018	8e-04	-0.004	0.0026	0.0059	0.0019	0.0021	TCGA	#BEBEBE80	TRUE
TCGA-ET-A3DQ	0.0076	0.0048	0.0031	0	0.0024	-4e-04	-0.0017	0.0099	0.0034	0.0028	TCGA	#BEBEBE80	TRUE
TCGA-ET-A3DR	0.0084	0.0047	9e-04	0.0056	-3e-04	-0.0029	-4e-04	0.0094	0.0022	0.0037	TCGA	#BEBEBE80	TRUE
TCGA-ET-A3DS	0.0078	0.0044	0.0022	0.0046	-4e-04	-0.0011	-0.0029	0.0084	0.0031	0.0107	TCGA	#BEBEBE80	TRUE
TCGA-ET-A3DT	0.008	0.0042	0.0015	0.004	1e-04	-0.0034	0.0019	0.0057	-6e-04	0.0027	TCGA	#BEBEBE80	TRUE
